Category,match_score_pct,Skills Matched,Skills Missing
FINANCE,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.72,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.72,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.71,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.7,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.7,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.69,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.69,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.68,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.68,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
HR,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.68,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.67,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.67,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.66,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AGRICULTURE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.65,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
SALES,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.65,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.65,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.64,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ARTS,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
INFORMATION-TECHNOLOGY,0.64,SQL,"PYTHON, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.64,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FITNESS,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CHEF,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AUTOMOBILE,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BUSINESS-DEVELOPMENT,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
APPAREL,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
BANKING,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ACCOUNTANT,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ENGINEERING,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DESIGNER,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HR,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
AVIATION,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSULTANT,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
TEACHER,0.63,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
DIGITAL-MEDIA,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
CONSTRUCTION,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
PUBLIC-RELATIONS,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
ADVOCATE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
HEALTHCARE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
FINANCE,0.62,,"PYTHON, SQL, NLP, MACHINE LEARNING, TABLEAU"
